,tweet_id,date,time,name,stage,rating_numerator,rating_denominator
1275,709179584944730112,2016-03-14 00:00:00,2017-12-03 00:49:00,Sammy,None ,13.0,10.0
1276,709158332880297985,2016-03-13 00:00:00,2017-12-03 23:24:00,Rodney,None ,10.0,10.0
1277,709042156699303936,2016-03-13 00:00:00,2017-12-03 15:43:00,Klevin,None ,9.0,10.0
1278,708853462201716736,2016-03-13 00:00:00,2017-12-03 03:13:00,Lucy,None ,8.0,10.0
1279,708845821941387268,2016-03-13 00:00:00,2017-12-03 02:43:00,None,pupper,9.0,10.0
1280,708834316713893888,2016-03-13 00:00:00,2017-12-03 01:57:00,Malikai,None ,10.0,10.0
1281,708810915978854401,2016-03-13 00:00:00,2017-12-03 00:24:00,Mister,None ,10.0,10.0
1282,708738143638450176,2016-03-12 00:00:00,2017-12-03 19:35:00,Coco,None ,11.0,10.0
1283,708711088997666817,2016-03-12 00:00:00,2017-12-03 17:47:00,Smokey,None ,11.0,10.0
1284,708479650088034305,2016-03-12 00:00:00,2017-12-03 02:28:00,Bear,None ,13.0,10.0
1285,708469915515297792,2016-03-12 00:00:00,2017-12-03 01:49:00,Bobble,None ,11.0,10.0
1286,708400866336894977,2016-03-11 00:00:00,2017-12-03 21:15:00,None,None ,12.0,10.0
1287,708356463048204288,2016-03-11 00:00:00,2017-12-03 18:18:00,Oliver,None ,10.0,10.0
1288,708349470027751425,2016-03-11 00:00:00,2017-12-03 17:50:00,River,None ,11.0,10.0
1289,708149363256774660,2016-03-11 00:00:00,2017-12-03 04:35:00,Jebberson,None ,10.0,10.0
1290,708130923141795840,2016-03-11 00:00:00,2017-12-03 03:22:00,None,None ,11.0,10.0
1291,708119489313951744,2016-03-11 00:00:00,2017-12-03 02:36:00,Cooper,None ,9.0,10.0
1292,708109389455101952,2016-03-11 00:00:00,2017-12-03 01:56:00,Remington,None ,10.0,10.0
1293,708026248782585858,2016-03-10 00:00:00,2017-12-03 20:26:00,None,None ,13.0,10.0
1294,707995814724026368,2016-03-10 00:00:00,2017-12-03 18:25:00,Farfle,None ,12.0,10.0
1295,707983188426153984,2016-03-10 00:00:00,2017-12-03 17:35:00,None,None ,12.0,10.0
1296,707969809498152960,2016-03-10 00:00:00,2017-12-03 16:42:00,Rufus,None ,11.0,10.0
1297,707776935007539200,2016-03-10 00:00:00,2017-12-03 03:55:00,Sadie,None ,11.0,10.0
1298,707741517457260545,2016-03-10 00:00:00,2017-12-03 01:35:00,None,None ,10.0,10.0
1299,707738799544082433,2016-03-10 00:00:00,2017-12-03 01:24:00,None,None ,12.0,10.0
1300,707693576495472641,2016-03-09 00:00:00,2017-12-03 22:24:00,Jiminus,None ,7.0,10.0
1301,707629649552134146,2016-03-09 00:00:00,2017-12-03 18:10:00,None,None ,10.0,10.0
1302,707610948723478529,2016-03-09 00:00:00,2017-12-03 16:56:00,Harper,None ,12.0,10.0
1303,707420581654872064,2016-03-09 00:00:00,2017-12-03 04:19:00,Keurig,None ,4.0,10.0
1304,707411934438625280,2016-03-09 00:00:00,2017-12-03 03:45:00,None,pupper,11.0,10.0
1305,707387676719185920,2016-03-09 00:00:00,2017-12-03 02:08:00,Clarkus,None ,10.0,10.0
1306,707377100785885184,2016-03-09 00:00:00,2017-12-03 01:26:00,None,None ,9.0,10.0
1307,707315916783140866,2016-03-08 00:00:00,2017-12-03 21:23:00,Finnegus,pupper,10.0,10.0
1308,707297311098011648,2016-03-08 00:00:00,2017-12-03 20:09:00,Cassie,None ,10.0,10.0
1309,707059547140169728,2016-03-08 00:00:00,2017-12-03 04:25:00,Cupcake,None ,11.0,10.0
1310,707038192327901184,2016-03-08 00:00:00,2017-12-03 03:00:00,Kathmandu,None ,10.0,10.0
1311,707021089608753152,2016-03-08 00:00:00,2017-12-03 01:52:00,Tucker,None ,12.0,10.0
1312,707014260413456384,2016-03-08 00:00:00,2017-12-03 01:25:00,Ellie,None ,11.0,10.0
1313,706904523814649856,2016-03-07 00:00:00,2017-12-03 18:09:00,None,None ,13.0,10.0
1314,706901761596989440,2016-03-07 00:00:00,2017-12-03 17:58:00,Elliot,None ,3.0,10.0
1315,706681918348251136,2016-03-07 00:00:00,2017-12-03 03:24:00,Katie,None ,12.0,10.0
1316,706644897839910912,2016-03-07 00:00:00,2017-12-03 00:57:00,Shadow,None ,9.0,10.0
1317,706593038911545345,2016-03-06 00:00:00,2017-12-03 21:31:00,None,None ,10.0,10.0
1318,706538006853918722,2016-03-06 00:00:00,2017-12-03 17:52:00,Oliver,None ,11.0,10.0
1319,706516534877929472,2016-03-06 00:00:00,2017-12-03 16:27:00,None,None ,12.0,10.0
1320,706346369204748288,2016-03-06 00:00:00,2017-12-03 05:11:00,Koda,None ,12.0,10.0
1321,706310011488698368,2016-03-06 00:00:00,2017-12-03 02:46:00,None,pupper,12.0,10.0
1322,706291001778950144,2016-03-06 00:00:00,2017-12-03 01:31:00,None,None ,11.0,10.0
1323,706265994973601792,2016-03-05 00:00:00,2017-12-03 23:51:00,Kara,None ,11.0,10.0
1324,706169069255446529,2016-03-05 00:00:00,2017-12-03 17:26:00,None,None ,12.0,10.0
1325,706166467411222528,2016-03-05 00:00:00,2017-12-03 17:16:00,Dexter,None ,7.0,10.0
1326,706153300320784384,2016-03-05 00:00:00,2017-12-03 16:24:00,Layla,None ,13.0,10.0
1327,705975130514706432,2016-03-05 00:00:00,2017-12-03 04:36:00,Adele,pupper,10.0,10.0
1328,705970349788291072,2016-03-05 00:00:00,2017-12-03 04:17:00,Lucy,None ,12.0,10.0
1329,705898680587526145,2016-03-04 00:00:00,2017-12-03 23:32:00,Max,None ,10.0,10.0
1330,705786532653883392,2016-03-04 00:00:00,2017-12-03 16:06:00,None,pupper,11.0,10.0
1331,705591895322394625,2016-03-04 00:00:00,2017-12-03 03:13:00,None,None ,11.0,10.0
1332,705475953783398401,2016-03-03 00:00:00,2017-12-03 19:32:00,Zara,None ,12.0,10.0
1333,705442520700944385,2016-03-03 00:00:00,2017-12-03 17:19:00,Cooper,None ,12.0,10.0
1334,705428427625635840,2016-03-03 00:00:00,2017-12-03 16:23:00,Ambrose,pupper,11.0,10.0
1335,705239209544720384,2016-03-03 00:00:00,2017-12-03 03:51:00,Jimothy,None ,11.0,10.0
1336,705223444686888960,2016-03-03 00:00:00,2017-12-03 02:49:00,Bode,None ,9.0,10.0
1337,705102439679201280,2016-03-02 00:00:00,2017-12-03 18:48:00,Terrenth,None ,10.0,10.0
1338,705066031337840642,2016-03-02 00:00:00,2017-12-03 16:23:00,Reese,None ,12.0,10.0
1339,704871453724954624,2016-03-02 00:00:00,2017-12-03 03:30:00,None,None ,12.0,10.0
1340,704859558691414016,2016-03-02 00:00:00,2017-12-03 02:43:00,None,pupper,10.0,10.0
1341,704847917308362754,2016-03-02 00:00:00,2017-12-03 01:56:00,None,None ,12.0,10.0
1342,704819833553219584,2016-03-02 00:00:00,2017-12-03 00:05:00,Chesterson,None ,7.0,10.0
1343,704761120771465216,2016-03-01 00:00:00,2017-12-03 20:11:00,None,pupper,13.0,10.0
1344,704499785726889984,2016-03-01 00:00:00,2017-12-03 02:53:00,None,None ,12.0,10.0
1345,704491224099647488,2016-03-01 00:00:00,2017-12-03 02:19:00,None,None ,13.0,10.0
1346,704480331685040129,2016-03-01 00:00:00,2017-12-03 01:36:00,Lucia,None ,11.0,10.0
1347,704364645503647744,2016-02-29 00:00:00,2017-12-03 17:56:00,Bisquick,None ,12.0,10.0
1348,704347321748819968,2016-02-29 00:00:00,2017-12-03 16:47:00,Ralphson,pupper,10.0,10.0
1349,704134088924532736,2016-02-29 00:00:00,2017-12-03 02:40:00,None,pupper,12.0,10.0
1350,704113298707505153,2016-02-29 00:00:00,2017-12-03 01:17:00,Stanley,None ,8.0,10.0
1351,704054845121142784,2016-02-28 00:00:00,2017-12-03 21:25:00,None,None ,60.0,50.0
1352,703774238772166656,2016-02-28 00:00:00,2017-12-03 02:50:00,None,None ,10.0,10.0
1353,703769065844768768,2016-02-28 00:00:00,2017-12-03 02:29:00,None,None ,10.0,10.0
1354,703631701117943808,2016-02-27 00:00:00,2017-12-03 17:24:00,Bella,None ,11.0,10.0
1355,703611486317502464,2016-02-27 00:00:00,2017-12-03 16:03:00,Scooter,pupper,10.0,10.0
1356,703425003149250560,2016-02-27 00:00:00,2017-12-03 03:42:00,None,None ,9.0,10.0
1357,703407252292673536,2016-02-27 00:00:00,2017-12-03 02:32:00,None,pupper,10.0,10.0
1358,703382836347330562,2016-02-27 00:00:00,2017-12-03 00:55:00,Charlie,None ,12.0,10.0
1359,703356393781329922,2016-02-26 00:00:00,2017-12-03 23:10:00,Socks,None ,9.0,10.0
1360,703268521220972544,2016-02-26 00:00:00,2017-12-03 17:20:00,None,pupper,12.0,10.0
1361,703079050210877440,2016-02-26 00:00:00,2017-12-03 04:48:00,None,None ,11.0,10.0
1362,703041949650034688,2016-02-26 00:00:00,2017-12-03 02:20:00,None,None ,10.0,10.0
1363,702932127499816960,2016-02-25 00:00:00,2017-12-03 19:04:00,Chip,None ,6.0,10.0
1364,702899151802126337,2016-02-25 00:00:00,2017-12-03 16:53:00,Luna,None ,12.0,10.0
1365,702684942141153280,2016-02-25 00:00:00,2017-12-03 02:42:00,Lucy,None ,11.0,10.0
1366,702671118226825216,2016-02-25 00:00:00,2017-12-03 01:47:00,Rambo,None ,10.0,10.0
1367,702598099714314240,2016-02-24 00:00:00,2017-12-03 20:56:00,Sansa,pupper,11.0,10.0
1368,702539513671897089,2016-02-24 00:00:00,2017-12-03 17:04:00,None,None ,12.0,10.0
1369,702332542343577600,2016-02-24 00:00:00,2017-12-03 03:21:00,Rudy,None ,13.0,10.0
1370,702321140488925184,2016-02-24 00:00:00,2017-12-03 02:36:00,None,None ,12.0,10.0
1371,702276748847800320,2016-02-23 00:00:00,2017-12-03 23:39:00,None,None ,11.0,10.0
1372,702217446468493312,2016-02-23 00:00:00,2017-12-03 19:44:00,None,None ,9.0,10.0
1373,701981390485725185,2016-02-23 00:00:00,2017-12-03 04:06:00,Fiji,None ,12.0,10.0
1374,701952816642965504,2016-02-23 00:00:00,2017-12-03 02:12:00,Rilo,None ,11.0,10.0
1375,701889187134500865,2016-02-22 00:00:00,2017-12-03 21:59:00,Bilbo,None ,11.0,10.0
1376,701805642395348998,2016-02-22 00:00:00,2017-12-03 16:27:00,None,pupper,11.0,10.0
1377,701601587219795968,2016-02-22 00:00:00,2017-12-03 02:57:00,Coopson,None ,10.0,10.0
1378,701570477911896070,2016-02-22 00:00:00,2017-12-03 00:53:00,Yoda,None ,9.0,10.0
1379,701545186879471618,2016-02-21 00:00:00,2017-12-03 23:13:00,Millie,pupper,10.0,10.0
1380,701214700881756160,2016-02-21 00:00:00,2017-12-03 01:19:00,None,None ,12.0,10.0
1381,700890391244103680,2016-02-20 00:00:00,2017-12-03 03:51:00,Chet,None ,11.0,10.0
1382,700864154249383937,2016-02-20 00:00:00,2017-12-03 02:06:00,None,pupper,12.0,10.0
1383,700847567345688576,2016-02-20 00:00:00,2017-12-03 01:00:00,Crouton,None ,10.0,10.0
1384,700796979434098688,2016-02-19 00:00:00,2017-12-03 21:39:00,Daniel,None ,7.0,10.0
1385,700747788515020802,2016-02-19 00:00:00,2017-12-03 18:24:00,None,None ,11.0,10.0
1386,700518061187723268,2016-02-19 00:00:00,2017-12-03 03:11:00,Vincent,None ,10.0,10.0
1387,700505138482569216,2016-02-19 00:00:00,2017-12-03 02:20:00,Kaia,None ,12.0,10.0
1388,700462010979500032,2016-02-18 00:00:00,2017-12-03 23:28:00,Murphy,None ,6.0,10.0
1389,700167517596164096,2016-02-18 00:00:00,2017-12-03 03:58:00,Dotsy,None ,10.0,10.0
1390,700151421916807169,2016-02-18 00:00:00,2017-12-03 02:54:00,None,pupper,11.0,10.0
1391,700143752053182464,2016-02-18 00:00:00,2017-12-03 02:24:00,None,pupper,10.0,10.0
1392,700062718104104960,2016-02-17 00:00:00,2017-12-03 21:02:00,Eazy,None ,6.0,10.0
1393,700029284593901568,2016-02-17 00:00:00,2017-12-03 18:49:00,Coops,None ,10.0,10.0
1394,700002074055016451,2016-02-17 00:00:00,2017-12-03 17:01:00,Thumas,None ,9.0,10.0
1395,699801817392291840,2016-02-17 00:00:00,2017-12-03 03:45:00,Cooper,pupper,11.0,10.0
1396,699788877217865730,2016-02-17 00:00:00,2017-12-03 02:54:00,Nala,None ,12.0,10.0
1397,699779630832685056,2016-02-17 00:00:00,2017-12-03 02:17:00,None,None ,10.0,10.0
1398,699775878809702401,2016-02-17 00:00:00,2017-12-03 02:02:00,Fillup,None ,11.0,10.0
1399,699691744225525762,2016-02-16 00:00:00,2017-12-03 20:28:00,Dave,None ,5.0,10.0
1400,699446877801091073,2016-02-16 00:00:00,2017-12-03 04:15:00,Archie,None ,12.0,10.0
1401,699434518667751424,2016-02-16 00:00:00,2017-12-03 03:25:00,None,pupper,12.0,10.0
1402,699423671849451520,2016-02-16 00:00:00,2017-12-03 02:42:00,None,None ,10.0,10.0
1403,699413908797464576,2016-02-16 00:00:00,2017-12-03 02:04:00,Miley,None ,11.0,10.0
1404,699370870310113280,2016-02-15 00:00:00,2017-12-03 23:13:00,Calbert,None ,11.0,10.0
1405,699323444782047232,2016-02-15 00:00:00,2017-12-03 20:04:00,None,None ,10.0,10.0
1406,699088579889332224,2016-02-15 00:00:00,2017-12-03 04:31:00,Charl,None ,3.0,10.0
1407,699079609774645248,2016-02-15 00:00:00,2017-12-03 03:55:00,Reagan,None ,8.0,10.0
1408,699072405256409088,2016-02-15 00:00:00,2017-12-03 03:27:00,None,None ,12.0,10.0
1409,699060279947165696,2016-02-15 00:00:00,2017-12-03 02:38:00,Yukon,None ,12.0,10.0
1410,699036661657767936,2016-02-15 00:00:00,2017-12-03 01:05:00,None,pupper,13.0,10.0
1411,698989035503689728,2016-02-14 00:00:00,2017-12-03 21:55:00,Oliver,None ,13.0,10.0
1412,698953797952008193,2016-02-14 00:00:00,2017-12-03 19:35:00,CeCe,None ,11.0,10.0
1413,698907974262222848,2016-02-14 00:00:00,2017-12-03 16:33:00,None,None ,10.0,10.0
1414,698710712454139905,2016-02-14 00:00:00,2017-12-03 03:29:00,Cuddles,None ,10.0,10.0
1415,698703483621523456,2016-02-14 00:00:00,2017-12-03 03:01:00,Rusty,None ,7.0,10.0
1416,698635131305795584,2016-02-13 00:00:00,2017-12-03 22:29:00,None,None ,12.0,10.0
1417,698549713696649216,2016-02-13 00:00:00,2017-12-03 16:50:00,Claude,None ,9.0,10.0
1418,698355670425473025,2016-02-13 00:00:00,2017-12-03 03:59:00,Jessiga,None ,10.0,10.0
1419,698342080612007937,2016-02-13 00:00:00,2017-12-03 03:05:00,Maximus,None ,11.0,10.0
1420,698262614669991936,2016-02-12 00:00:00,2017-12-03 21:49:00,Franklin,None ,11.0,10.0
1421,698195409219559425,2016-02-12 00:00:00,2017-12-03 17:22:00,Beau,None ,9.0,10.0
1422,698178924120031232,2016-02-12 00:00:00,2017-12-03 16:16:00,Lily,None ,10.0,10.0
1423,697995514407682048,2016-02-12 00:00:00,2017-12-03 04:07:00,None,None ,11.0,10.0
1424,697990423684476929,2016-02-12 00:00:00,2017-12-03 03:47:00,Doug,None ,11.0,10.0
1425,697943111201378304,2016-02-12 00:00:00,2017-12-03 00:39:00,Cassie,None ,10.0,10.0
1426,697881462549430272,2016-02-11 00:00:00,2017-12-03 20:34:00,Carter,None ,10.0,10.0
1427,697630435728322560,2016-02-11 00:00:00,2017-12-03 03:57:00,None,None ,8.0,10.0
1428,697616773278015490,2016-02-11 00:00:00,2017-12-03 03:02:00,None,pupper,11.0,10.0
1429,697596423848730625,2016-02-11 00:00:00,2017-12-03 01:42:00,None,pupper,11.0,10.0
1430,697575480820686848,2016-02-11 00:00:00,2017-12-03 00:18:00,Ole,None ,8.0,10.0
1431,697516214579523584,2016-02-10 00:00:00,2017-12-03 20:23:00,Pherb,None ,9.0,10.0
1432,697482927769255936,2016-02-10 00:00:00,2017-12-03 18:11:00,Blipson,None ,11.0,10.0
1433,697463031882764288,2016-02-10 00:00:00,2017-12-03 16:51:00,None,None ,44.0,40.0
1434,697270446429966336,2016-02-10 00:00:00,2017-12-03 04:06:00,Bentley,None ,10.0,10.0
1435,697259378236399616,2016-02-10 00:00:00,2017-12-03 03:22:00,None,None ,8.0,10.0
1436,697255105972801536,2016-02-10 00:00:00,2017-12-03 03:05:00,Charlie,None ,10.0,10.0
1437,697242256848379904,2016-02-10 00:00:00,2017-12-03 02:14:00,Oakley,None ,10.0,10.0
1438,696900204696625153,2016-02-09 00:00:00,2017-12-03 03:35:00,Rosie,None ,12.0,10.0
1439,696894894812565505,2016-02-09 00:00:00,2017-12-03 03:14:00,None,None ,9.0,10.0
1440,696886256886657024,2016-02-09 00:00:00,2017-12-03 02:40:00,None,None ,12.0,10.0
1441,696877980375769088,2016-02-09 00:00:00,2017-12-03 02:07:00,Misty,pupper,9.0,10.0
1442,696754882863349760,2016-02-08 00:00:00,2017-12-03 17:58:00,Reptar,None ,10.0,10.0
1443,696744641916489729,2016-02-08 00:00:00,2017-12-03 17:17:00,Klevin,None ,10.0,10.0
1444,696713835009417216,2016-02-08 00:00:00,2017-12-03 15:14:00,Trevith,pupper,9.0,10.0
1445,696518437233913856,2016-02-08 00:00:00,2017-12-03 02:18:00,None,pupper,10.0,10.0
1446,696490539101908992,2016-02-08 00:00:00,2017-12-03 00:27:00,None,None ,1.0,10.0
1447,696488710901260288,2016-02-08 00:00:00,2017-12-03 00:20:00,None,None ,12.0,10.0
1448,696405997980676096,2016-02-07 00:00:00,2017-12-03 18:51:00,Berb,None ,7.0,10.0
1449,696100768806522880,2016-02-06 00:00:00,2017-12-03 22:38:00,None,pupper,10.0,10.0
1450,695816827381944320,2016-02-06 00:00:00,2017-12-03 03:50:00,None,None ,11.0,10.0
1451,695794761660297217,2016-02-06 00:00:00,2017-12-03 02:22:00,Wyatt,None ,13.0,10.0
1452,695767669421768709,2016-02-06 00:00:00,2017-12-03 00:35:00,None,None ,13.0,10.0
1453,695629776980148225,2016-02-05 00:00:00,2017-12-03 15:27:00,Calvin,None ,8.0,10.0
1454,695446424020918272,2016-02-05 00:00:00,2017-12-03 03:18:00,None,None ,12.0,10.0
1455,695409464418041856,2016-02-05 00:00:00,2017-12-03 00:51:00,Bob,None ,10.0,10.0
1456,695314793360662529,2016-02-04 00:00:00,2017-12-03 18:35:00,Colin,None ,10.0,10.0
1457,695095422348574720,2016-02-04 00:00:00,2017-12-03 04:03:00,None,pupper,12.0,10.0
1458,695074328191332352,2016-02-04 00:00:00,2017-12-03 02:40:00,Lorenzo,pupper,11.0,10.0
1459,695064344191721472,2016-02-04 00:00:00,2017-12-03 02:00:00,None,None ,4.0,10.0
1460,695051054296211456,2016-02-04 00:00:00,2017-12-03 01:07:00,Brian,None ,6.0,10.0
1461,694925794720792577,2016-02-03 00:00:00,2017-12-03 16:49:00,None,None ,5.0,10.0
1462,694905863685980160,2016-02-03 00:00:00,2017-12-03 15:30:00,Archie,None ,10.0,10.0
1463,694669722378485760,2016-02-02 00:00:00,2017-12-03 23:52:00,Phil,None ,12.0,10.0
1464,694356675654983680,2016-02-02 00:00:00,2017-12-03 03:08:00,None,pupper,10.0,10.0
1465,694352839993344000,2016-02-02 00:00:00,2017-12-03 02:53:00,Oliviér,None ,10.0,10.0
1466,694342028726001664,2016-02-02 00:00:00,2017-12-03 02:10:00,None,None ,11.0,10.0
1467,694329668942569472,2016-02-02 00:00:00,2017-12-03 01:21:00,Grady,pupper,9.0,10.0
1468,694206574471057408,2016-02-01 00:00:00,2017-12-03 17:11:00,None,None ,10.0,10.0
1469,694183373896572928,2016-02-01 00:00:00,2017-12-03 15:39:00,Lola,None ,9.0,10.0
1470,694001791655137281,2016-02-01 00:00:00,2017-12-03 03:38:00,Chester,None ,11.0,10.0
1471,693993230313091072,2016-02-01 00:00:00,2017-12-03 03:04:00,None,None ,12.0,10.0
1472,693942351086120961,2016-01-31 00:00:00,2017-12-03 23:42:00,Kobe,None ,10.0,10.0
1473,693647888581312512,2016-01-31 00:00:00,2017-12-03 04:11:00,None,None ,7.0,10.0
1474,693644216740769793,2016-01-31 00:00:00,2017-12-03 03:57:00,None,None ,10.0,10.0
1475,693642232151285760,2016-01-31 00:00:00,2017-12-03 03:49:00,Freddery,None ,9.0,10.0
1476,693629975228977152,2016-01-31 00:00:00,2017-12-03 03:00:00,None,pupper,12.0,10.0
1477,693622659251335168,2016-01-31 00:00:00,2017-12-03 02:31:00,None,None ,10.0,10.0
1478,693590843962331137,2016-01-31 00:00:00,2017-12-03 00:25:00,Phil,pupper,3.0,10.0
1479,693582294167244802,2016-01-30 00:00:00,2017-12-03 23:51:00,None,None ,11.0,10.0
1480,693486665285931008,2016-01-30 00:00:00,2017-12-03 17:31:00,Lincoln,None ,11.0,10.0
1481,693280720173801472,2016-01-30 00:00:00,2017-12-03 03:52:00,Sadie,None ,10.0,10.0
1482,693267061318012928,2016-01-30 00:00:00,2017-12-03 02:58:00,Oscar,None ,12.0,10.0
1483,693262851218264065,2016-01-30 00:00:00,2017-12-03 02:41:00,None,pupper,11.0,10.0
1484,693231807727280129,2016-01-30 00:00:00,2017-12-03 00:38:00,Bodie,None ,9.0,10.0
1485,693155686491000832,2016-01-29 00:00:00,2017-12-03 19:36:00,Dunkin,None ,12.0,10.0
1486,693109034023534592,2016-01-29 00:00:00,2017-12-03 16:30:00,None,None ,11.0,10.0
1487,693095443459342336,2016-01-29 00:00:00,2017-12-03 15:36:00,Milo,pupper,10.0,10.0
1488,692919143163629568,2016-01-29 00:00:00,2017-12-03 03:56:00,None,None ,9.0,10.0
1489,692905862751522816,2016-01-29 00:00:00,2017-12-03 03:03:00,Wally,pupper,10.0,10.0
1490,692901601640583168,2016-01-29 00:00:00,2017-12-03 02:46:00,None,None ,10.0,10.0
1491,692894228850999298,2016-01-29 00:00:00,2017-12-03 02:17:00,Tupawc,None ,10.0,10.0
1492,692828166163931137,2016-01-28 00:00:00,2017-12-03 21:54:00,None,pupper,12.0,10.0
1493,692752401762250755,2016-01-28 00:00:00,2017-12-03 16:53:00,None,pupper,13.0,10.0
1494,692568918515392513,2016-01-28 00:00:00,2017-12-03 04:44:00,Chester,None ,12.0,10.0
1495,692535307825213440,2016-01-28 00:00:00,2017-12-03 02:30:00,Amber,None ,10.0,10.0
1496,692530551048294401,2016-01-28 00:00:00,2017-12-03 02:12:00,Cody,None ,10.0,10.0
1497,692423280028966913,2016-01-27 00:00:00,2017-12-03 19:05:00,None,None ,9.0,10.0
1498,692417313023332352,2016-01-27 00:00:00,2017-12-03 18:42:00,Herschel,pupper,7.0,10.0
1499,692187005137076224,2016-01-27 00:00:00,2017-12-03 03:26:00,None,None ,12.0,10.0
1500,692158366030913536,2016-01-27 00:00:00,2017-12-03 01:33:00,Edgar,None ,10.0,10.0
1501,692142790915014657,2016-01-27 00:00:00,2017-12-03 00:31:00,None,None ,13.0,10.0
1502,692041934689402880,2016-01-26 00:00:00,2017-12-03 17:50:00,Teddy,None ,13.0,10.0
1503,692017291282812928,2016-01-26 00:00:00,2017-12-03 16:12:00,Kingsley,None ,9.0,10.0
1504,691820333922455552,2016-01-26 00:00:00,2017-12-03 03:09:00,Brockly,None ,8.0,10.0
1505,691793053716221953,2016-01-26 00:00:00,2017-12-03 01:21:00,None,None ,10.0,10.0
1506,691756958957883396,2016-01-25 00:00:00,2017-12-03 22:58:00,None,None ,10.0,10.0
1507,691675652215414786,2016-01-25 00:00:00,2017-12-03 17:35:00,Richie,None ,10.0,10.0
1508,691483041324204033,2016-01-25 00:00:00,2017-12-03 04:49:00,None,None ,5.0,10.0
1509,691459709405118465,2016-01-25 00:00:00,2017-12-03 03:16:00,Leo,None ,12.0,10.0
1510,691444869282295808,2016-01-25 00:00:00,2017-12-03 02:17:00,Bailey,None ,12.0,10.0
1511,691416866452082688,2016-01-25 00:00:00,2017-12-03 00:26:00,None,None ,13.0,10.0
1512,691321916024623104,2016-01-24 00:00:00,2017-12-03 18:09:00,Molly,None ,11.0,10.0
1513,691096613310316544,2016-01-24 00:00:00,2017-12-03 03:14:00,None,None ,11.0,10.0
1514,691090071332753408,2016-01-24 00:00:00,2017-12-03 02:48:00,None,None ,12.0,10.0
1515,690989312272396288,2016-01-23 00:00:00,2017-12-03 20:07:00,None,None ,12.0,10.0
1516,690959652130045952,2016-01-23 00:00:00,2017-12-03 18:09:00,None,None ,11.0,10.0
1517,690938899477221376,2016-01-23 00:00:00,2017-12-03 16:47:00,None,None ,10.0,10.0
1518,690932576555528194,2016-01-23 00:00:00,2017-12-03 16:22:00,Buddy,None ,12.0,10.0
1519,690735892932222976,2016-01-23 00:00:00,2017-12-03 03:20:00,Peaches,None ,13.0,10.0
1520,690728923253055490,2016-01-23 00:00:00,2017-12-03 02:53:00,Vinscent,None ,8.0,10.0
1521,690690673629138944,2016-01-23 00:00:00,2017-12-03 00:21:00,Cedrick,None ,10.0,10.0
1522,690649993829576704,2016-01-22 00:00:00,2017-12-03 21:39:00,Hazel,None ,11.0,10.0
1523,690607260360429569,2016-01-22 00:00:00,2017-12-03 18:49:00,None,None ,12.0,10.0
1524,690597161306841088,2016-01-22 00:00:00,2017-12-03 18:09:00,Lolo,None ,11.0,10.0
1525,690400367696297985,2016-01-22 00:00:00,2017-12-03 05:07:00,Eriq,None ,10.0,10.0
1526,690374419777196032,2016-01-22 00:00:00,2017-12-03 03:24:00,Phred,None ,11.0,10.0
1527,690360449368465409,2016-01-22 00:00:00,2017-12-03 02:28:00,None,None ,9.0,10.0
1528,690348396616552449,2016-01-22 00:00:00,2017-12-03 01:40:00,Oddie,None ,12.0,10.0
1529,690248561355657216,2016-01-21 00:00:00,2017-12-03 19:04:00,Maxwell,None ,11.0,10.0
1530,690021994562220032,2016-01-21 00:00:00,2017-12-03 04:03:00,Geoff,None ,10.0,10.0
1531,690015576308211712,2016-01-21 00:00:00,2017-12-03 03:38:00,None,pupper,12.0,10.0
1532,690005060500217858,2016-01-21 00:00:00,2017-12-03 02:56:00,None,None ,10.0,10.0
1533,689999384604450816,2016-01-21 00:00:00,2017-12-03 02:34:00,Covach,None ,10.0,10.0
1534,689993469801164801,2016-01-21 00:00:00,2017-12-03 02:10:00,None,floofer,12.0,10.0
1535,689977555533848577,2016-01-21 00:00:00,2017-12-03 01:07:00,None,None ,12.0,10.0
1536,689905486972461056,2016-01-20 00:00:00,2017-12-03 20:21:00,Gizmo,pupper,11.0,10.0
1537,689877686181715968,2016-01-20 00:00:00,2017-12-03 18:30:00,Durg,None ,9.0,10.0
1538,689835978131935233,2016-01-20 00:00:00,2017-12-03 15:44:00,Fynn,None ,11.0,10.0
1539,689661964914655233,2016-01-20 00:00:00,2017-12-03 04:13:00,Luca,None ,12.0,10.0
1540,689659372465688576,2016-01-20 00:00:00,2017-12-03 04:03:00,Ricky,None ,8.0,10.0
1541,689623661272240129,2016-01-20 00:00:00,2017-12-03 01:41:00,Lucy,pupper,10.0,10.0
1542,689599056876867584,2016-01-20 00:00:00,2017-12-03 00:03:00,None,None ,11.0,10.0
1543,689557536375177216,2016-01-19 00:00:00,2017-12-03 21:18:00,None,None ,12.0,10.0
1544,689517482558820352,2016-01-19 00:00:00,2017-12-03 18:39:00,Carl,None ,12.0,10.0
1545,689289219123089408,2016-01-19 00:00:00,2017-12-03 03:32:00,None,None ,13.0,10.0
1546,689283819090870273,2016-01-19 00:00:00,2017-12-03 03:10:00,Chipson,None ,9.0,10.0
1547,689280876073582592,2016-01-19 00:00:00,2017-12-03 02:59:00,Herald,None ,10.0,10.0
1548,689275259254616065,2016-01-19 00:00:00,2017-12-03 02:36:00,Lucky,None ,10.0,10.0
